Date,Qout,Qin,WCA3A,NESRS,Za,PET,Rain
1997-04-16,907.2,616.82,8.87,7.17,9.8,1.3,0.08
1997-04-23,451.4,907.16,8.76,7.14,9.75,1.4,1.52
1997-04-30,399.5,451.39,8.72,7.26,9.7,1.43,0.26
1997-05-07,336,399.51,8.67,7.12,9.65,1.38,1.74
1997-05-14,214.3,335.96,8.74,7.04,9.6,1.28,1.31
1997-05-21,176.5,214.34,8.69,6.93,9.55,1.32,0.89
1997-05-28,685.5,176.53,8.65,6.91,9.5,1.39,2.29
1997-06-04,893,685.52,8.68,7.02,9.55,1.25,2.91
1997-06-11,1065.3,893.02,8.9,7.82,9.59,1.37,3.35
1997-06-18,1041.5,1065.29,9.11,7.75,9.64,1.45,2.4
1997-06-25,1116.8,1041.51,9.59,7.79,9.68,1.38,0.99
1997-07-02,1634.5,1116.79,9.82,7.71,9.73,1.42,1.61
1997-07-09,1665.2,1634.49,9.94,7.76,9.77,1.35,2.74
1997-07-16,2011.5,1665.18,10.13,7.8,9.82,1.2,1.59
1997-07-23,2144.3,2011.46,10.22,7.84,9.87,1.34,1.69
1997-07-30,2176.4,2144.32,10.31,7.79,9.91,1.37,1.51
1997-08-06,2009.2,2176.38,10.26,7.83,9.96,1.27,1.91
1997-08-13,2160.9,2009.24,10.27,7.93,10,1.28,1.41
1997-08-20,2138.9,2160.85,10.29,7.83,10.05,1.21,1.74
1997-08-27,2176.6,2138.92,10.35,7.89,10.09,1.3,1.1
1997-09-03,2117.8,2176.63,10.37,7.89,10.14,1.35,2.12
1997-09-10,2160.3,2117.79,10.49,7.89,10.19,1.16,1.32
1997-09-17,2067.1,2160.27,10.49,7.94,10.23,1.04,0.65
1997-09-24,1908.3,2067.14,10.4,7.94,10.28,1,3.38
1997-10-01,2692.4,1908.31,10.58,8.03,10.32,1.1,0.27
1997-10-08,2415.9,2692.45,10.48,8.06,10.37,1.12,0.42
1997-10-15,2125.9,2415.92,10.42,8.03,10.42,1.1,0.09
1997-10-22,2093.7,2125.87,10.34,8,10.46,1.04,0.02
1997-10-29,1673.6,2093.68,10.22,7.97,10.5,1,0.35
1997-11-05,1203.2,1673.65,10.1,7.96,10.5,0.96,0.04
1997-11-12,1777.2,1203.24,10,7.87,10.5,0.85,1.69
1997-11-19,1854.8,1777.19,9.99,7.88,10.5,0.79,0.78
1997-11-26,611.3,1854.75,9.95,7.99,10.5,0.84,1.92
1997-12-03,1249.6,611.27,10.06,7.88,10.5,0.77,1.89
1997-12-10,1674.8,1249.64,10.21,7.95,10.5,0.68,2.46
1997-12-17,1427.9,1674.79,10.39,8.02,10.5,0.69,0.03
1997-12-24,2094.8,1427.92,10.52,7.98,10.5,0.88,0.92
1998-01-01,2172.3,2094.77,10.62,8.02,10.5,0.76,0.16
1998-01-08,2176.4,2172.33,10.59,7.99,10.46,0.76,0.51
1998-01-15,2155.6,2176.38,10.56,7.99,10.41,0.76,0.77
1998-01-22,2135.7,2155.64,10.5,8,10.37,0.77,0.32
1998-01-29,1559.2,2135.71,10.4,8,10.33,0.96,2.78
1998-02-05,1450.4,1559.18,10.55,8.06,10.29,0.86,0.18
1998-02-12,1527,1450.45,10.48,7.94,10.24,0.85,2.36
1998-02-19,1548.4,1527.02,10.61,7.97,10.19,1.04,0.44
1998-02-26,1597.7,1548.44,10.63,7.93,10.14,1.05,0.79
1998-03-05,1508,1597.68,10.65,7.91,10.09,1.15,1.63
1998-03-12,1561.5,1507.99,10.75,8,10.04,1.2,0.03
1998-03-19,1501.8,1561.55,10.69,7.92,10,1.15,2.29
1998-03-26,1698.4,1501.76,10.85,7.96,9.95,1.1,0.01
1998-04-02,1796.4,1698.44,10.76,7.9,9.9,1.39,0.01
1998-04-09,1872.6,1796.44,10.61,7.86,9.85,1.49,0.02
1998-04-16,1888.2,1872.61,10.41,7.81,9.8,1.51,0.09
1998-04-23,1852.9,1888.22,10.18,7.78,9.75,1.42,0.29
1998-04-30,1762.3,1852.89,9.97,7.77,9.7,1.44,1.16
1998-05-07,1758.3,1762.26,9.86,7.77,9.65,1.64,0.07
1998-05-14,1303.9,1758.28,9.63,7.73,9.6,1.69,0.35
1998-05-21,1052.8,1303.87,9.49,7.77,9.55,1.53,0
1998-05-28,968.4,1052.8,9.32,7.66,9.5,1.39,1.82
1998-06-04,745.6,968.4,9.3,7.71,9.55,1.61,0.15
1998-06-11,828.7,745.57,9.15,7.58,9.59,1.64,0.48
1998-06-18,318.2,828.66,9.02,7.47,9.64,1.48,1.21
1998-06-25,263.1,318.25,8.95,7.27,9.68,1.46,0.98
1998-07-02,95.2,263.08,8.91,7.26,9.73,1.46,2.12
1998-07-09,0,95.18,9.04,7.21,9.77,1.33,3.12
1998-07-16,0,0,9.26,7.3,9.82,1.33,2.9
1998-07-23,499.1,0,9.37,7.26,9.87,1.49,0.12
1998-07-30,983.3,499.12,9.23,7.18,9.91,1.25,2.99
1998-08-06,812.6,983.33,9.37,7.4,9.96,1.22,1.11
1998-08-13,682.4,812.59,9.39,7.51,10,1.25,2.36
1998-08-20,193.1,682.4,9.43,7.56,10.05,1.41,0.56
1998-08-27,499.1,193.1,9.43,7.39,10.09,1.4,0.87
1998-09-03,709,499.12,9.44,7.39,10.14,1.3,1.15
1998-09-10,1552.7,709.04,9.5,7.41,10.19,1.23,1.91
1998-09-17,1748.1,1552.66,9.56,7.72,10.23,1.15,4.51
1998-09-24,1189.5,1748.09,9.97,7.87,10.28,1.39,2.72
1998-10-01,1839.7,1189.53,10.23,7.9,10.32,1.09,0.71
1998-10-08,2194.3,1839.69,10.25,7.92,10.37,0.93,0.99
1998-10-15,1567.4,2194.31,10.33,7.97,10.42,1.08,0.96
1998-10-22,2233.9,1567.36,10.38,8,10.46,1.08,0.19
1998-10-29,1240.2,2233.93,10.28,7.96,10.5,0.99,3.42
1998-11-05,2587.2,1240.2,10.43,7.95,10.5,0.96,2.65
1998-11-12,2920.7,2587.19,10.72,7.98,10.5,0.75,0.04
1998-11-19,2966.6,2920.68,10.86,8,10.5,0.75,0.46
1998-11-26,2792.8,2966.57,10.91,8.02,10.5,0.82,0.02
1998-12-03,2270.2,2792.78,10.86,8.01,10.5,0.8,0.15
1998-12-10,2251.3,2270.18,10.79,8,10.5,0.74,0.67
1998-12-17,2264.3,2251.27,10.74,8.01,10.5,0.77,0.01
1998-12-24,2189.1,2264.27,10.63,8,10.5,0.83,0.38
1999-01-01,1975.2,2189.08,10.53,8.02,10.5,0.76,1.21
1999-01-08,1978.9,1975.18,10.54,8.09,10.46,0.75,0.34
1999-01-15,1969.4,1978.9,10.46,8.07,10.41,0.74,0.1
1999-01-22,1974.2,1969.36,10.36,8.03,10.37,0.95,0.8
1999-01-29,1691.1,1974.22,10.29,8.04,10.33,0.86,0.12
1999-02-05,1638.4,1691.05,10.19,7.92,10.29,0.88,0.37
1999-02-12,1259.8,1638.41,10.08,7.85,10.24,0.94,0.65
1999-02-19,1416.8,1259.77,10.05,7.81,10.19,1.09,0.02
1999-02-26,1270.5,1416.81,9.91,7.77,10.14,1.17,0.22
1999-03-05,1290.9,1270.47,9.78,7.73,10.09,1.26,0
1999-03-12,1449.3,1290.93,9.62,7.7,10.04,1.21,0.21
1999-03-19,1185.9,1449.32,9.46,7.68,10,1.29,0
1999-03-26,1094.3,1185.89,9.3,7.62,9.95,1.39,0.07
1999-04-02,431.6,1094.3,9.14,7.53,9.9,1.38,0.04
1999-04-09,46.7,431.59,9.01,7.28,9.85,1.66,0
1999-04-16,73,46.71,8.86,6.99,9.8,1.49,0.25
1999-04-23,85.1,73.03,8.74,6.82,9.75,1.47,1.42
1999-04-30,85.1,85.08,8.71,6.78,9.7,1.64,0.01
1999-05-07,94.1,85.08,8.58,6.61,9.65,1.5,2.01
1999-05-14,55,94.13,8.59,6.57,9.6,1.46,1.08
1999-05-21,48.2,54.96,8.59,6.55,9.55,1.52,0.42
1999-05-28,7.3,48.18,8.49,6.42,9.5,1.34,2.44
1999-06-04,36.7,7.31,8.58,6.75,9.55,1.43,1.73
1999-06-11,585.4,36.7,8.62,6.7,9.59,1.3,4.91
1999-06-18,1319.1,585.4,9,6.85,9.64,1.28,3.09
1999-06-25,1408.9,1319.09,9.18,7.46,9.68,1.23,2.49
1999-07-02,938.8,1408.94,9.28,7.79,9.73,1.25,1.76
1999-07-09,1371.4,938.84,9.5,7.7,9.77,1.46,0.95
1999-07-16,806.6,1371.44,9.56,7.67,9.82,1.36,0.97
1999-07-23,781.6,806.62,9.68,7.64,9.87,1.41,0.55
1999-07-30,1242.1,781.63,9.69,7.59,9.91,1.34,1.19
1999-08-06,767.4,1242.13,9.71,7.8,9.96,1.43,1.36
1999-08-13,1037,767.38,9.73,7.7,10,1.34,2.08
1999-08-20,1531,1036.97,9.79,7.84,10.05,1.22,2.71
1999-08-27,1661.4,1530.97,9.94,7.94,10.09,1.32,1.88
1999-09-03,1645.7,1661.4,10,7.94,10.14,1.28,1.99
1999-09-10,814.4,1645.73,10.03,7.92,10.19,1.33,0.61
1999-09-17,1666.5,814.4,10.03,7.82,10.23,1.18,4.66
1999-09-24,2031.1,1666.48,10.31,7.94,10.28,1.16,1.73
1999-10-01,2739.3,2031.07,10.42,7.92,10.32,1.06,1.41
1999-10-08,2574.9,2739.27,10.52,7.99,10.37,1.05,2.43
1999-10-15,2813.1,2574.95,10.73,8.2,10.42,0.93,8.01
1999-10-22,3650,2813.09,11.82,8.42,10.46,1.19,0.04
1999-10-29,4039.1,3650.02,11.92,8.23,10.5,0.94,0.99
1999-11-05,4193.7,4039.15,11.95,8.21,10.5,1.06,0.07
1999-11-12,4002.4,4193.68,11.84,8.17,10.5,0.96,0
1999-11-19,3710.9,4002.42,11.65,8.15,10.5,0.85,0.49
1999-11-26,3210.1,3710.87,11.49,8.16,10.5,0.9,0.29
1999-12-03,2232.9,3210.06,11.35,8.14,10.5,0.82,0.24
1999-12-10,2176,2232.92,11.23,8.15,10.5,0.69,0.11
1999-12-17,2089.3,2176.03,11.09,8.11,10.5,0.7,0.21
1999-12-24,1993.4,2089.26,10.94,8.1,10.5,0.94,0.07
2000-01-01,2105.6,1993.41,10.76,8.08,10.5,0.76,0.03
2000-01-08,2140.9,2105.56,10.59,8.04,10.46,0.83,0.01
2000-01-15,1173.3,2140.93,10.42,8.02,10.41,0.96,0.03
2000-01-22,328.5,1173.33,10.32,7.95,10.37,0.88,0.75
2000-01-29,330.3,328.52,10.32,7.74,10.33,0.81,0.21
2000-02-05,583.8,330.33,10.25,7.65,10.29,0.98,0.64
2000-02-12,1,583.78,10.18,7.61,10.24,1.07,0.01
2000-02-19,108.9,0.99,10.08,7.39,10.19,1.03,0.25
2000-02-26,105.6,108.9,10,7.27,10.14,1.05,0.04
2000-03-04,126.3,105.6,9.9,7.14,10.09,1.23,0.01
2000-03-11,126.2,126.27,9.77,7.03,10.04,1.15,0.37
2000-03-18,125.2,126.24,9.68,6.97,10,1.23,0.7
2000-03-25,126.2,125.25,9.61,6.91,9.95,1.37,0.7
2000-04-01,125.9,126.17,9.54,6.75,9.9,1.61,0.01
2000-04-08,650.1,125.88,9.38,6.6,9.85,1.34,3.7
2000-04-15,486.3,650.11,9.51,7.05,9.8,1.42,1.26
2000-04-22,1409.8,486.26,9.51,7.15,9.75,1.61,0.01
2000-04-29,1193.5,1409.8,9.32,7.27,9.7,1.56,0
2000-05-06,698.8,1193.48,9.17,7.28,9.65,1.43,0.2
2000-05-13,698.8,698.77,9.05,7.16,9.6,1.67,0.32
2000-05-20,698.8,698.77,8.92,7.06,9.55,1.7,0.22
2000-05-27,698.8,698.77,8.78,7.03,9.5,1.53,0.37
2000-06-03,740.6,698.77,8.68,7.02,9.55,1.42,2.46
2000-06-10,698.8,740.58,8.84,7.15,9.59,1.35,0.97
2000-06-17,21.5,698.77,8.73,7.18,9.64,1.36,0.86
2000-06-24,184.6,21.45,8.68,7.01,9.68,1.36,2.46
2000-07-01,698.8,184.64,8.72,7,9.73,1.34,1.71
2000-07-08,0,698.77,8.75,7.1,9.77,1.43,1.82
2000-07-15,0,0,8.76,7.06,9.82,1.54,1.82
2000-07-22,0,0,8.88,6.99,9.87,1.29,2.05
2000-07-29,768,0,8.98,6.96,9.91,1.24,1.68
2000-08-05,1316.6,768.01,9.02,7.21,9.96,1.46,0.68
2000-08-12,698.8,1316.58,8.94,7.42,10,1.39,0.63
2000-08-19,0,698.77,8.91,7.42,10.05,1.27,0.42
2000-08-26,0,0,8.89,7.22,10.09,1.33,1.95
2000-09-02,0,0,8.98,7.15,10.14,1.18,1.93
2000-09-09,0,0,9.01,7.04,10.19,1.05,1.35
2000-09-16,698.8,0,9.1,7.02,10.23,1.17,2.37
2000-09-23,1316.6,698.77,9.16,7.15,10.28,1.02,0.92
2000-09-30,0,1316.58,9.14,7.44,10.32,1.06,5.51
2000-10-07,675.8,0,9.6,7.99,10.37,0.98,0.24
2000-10-14,1097.2,675.85,9.87,7.79,10.42,1.23,0
2000-10-21,84.5,1097.15,9.96,7.74,10.46,1.09,0.11
2000-10-28,84.5,84.48,10.06,7.48,10.5,1.13,0
2000-11-04,2193.7,84.48,10.06,7.3,10.5,1.08,0.01
2000-11-11,2194.3,2193.69,9.91,7.47,10.5,1,0
2000-11-18,1015,2194.31,9.76,7.6,10.5,0.97,0
2000-11-25,1744.8,1014.97,9.67,7.58,10.5,0.91,0.06
2000-12-02,1642.5,1744.84,9.53,7.64,10.5,0.88,0.02
2000-12-09,1261.7,1642.53,9.4,7.67,10.5,0.69,0.62
2000-12-16,1412.6,1261.73,9.35,7.81,10.5,0.79,0
2000-12-23,698.8,1412.58,9.23,7.78,10.5,0.93,0.1
2001-01-01,796.9,698.77,9.13,7.58,10.5,0.82,0.07
2001-01-08,985.6,796.92,9.04,7.5,10.46,0.82,0.05
2001-01-15,654.5,985.61,8.94,7.47,10.41,0.79,0.41
2001-01-22,165.1,654.45,8.89,7.38,10.37,0.94,0.14
2001-01-29,125.7,165.11,8.84,7.17,10.33,0.92,0.01
2001-02-05,125.7,125.72,8.77,6.99,10.29,1.08,0.01
2001-02-12,125.5,125.72,8.69,6.83,10.24,1.05,0
2001-02-19,125.2,125.54,8.6,6.69,10.19,1.04,0.01
2001-02-26,118.7,125.19,8.51,6.59,10.14,1.12,0.4
2001-03-05,103.1,118.65,8.43,6.51,10.09,1.26,0.28
2001-03-12,105.1,103.15,8.39,6.41,10.04,1.23,0.89
2001-03-19,110.7,105.13,8.35,6.33,10,1.19,1.87
2001-03-26,106.3,110.72,8.44,6.28,9.95,1.25,1.55
2001-04-02,56.6,106.29,8.47,6.31,9.9,1.29,0.1
2001-04-09,49.8,56.57,8.37,6.19,9.85,1.46,0.01
2001-04-16,48.3,49.78,8.27,6.06,9.8,1.7,0
2001-04-23,45.3,48.27,8.17,5.91,9.75,1.28,0.01
2001-04-30,13.6,45.26,8.09,5.79,9.7,1.29,1.23
2001-05-07,34.3,13.58,8.1,5.77,9.65,1.49,0.03
2001-05-14,10,34.32,8.01,5.58,9.6,1.53,0.06
2001-05-21,57.7,9.99,7.92,5.41,9.55,1.29,3.33
2001-05-28,104.1,57.65,8.17,5.44,9.5,1.37,1.91
2001-06-04,55.3,104.11,8.29,5.55,9.55,1.38,0.95
2001-06-11,51.3,55.32,8.3,5.47,9.59,1.53,0.72
2001-06-18,58.4,51.29,8.27,5.36,9.64,1.33,1.36
2001-06-25,61.2,58.36,8.28,5.33,9.68,1.29,0.82
2001-07-02,74.5,61.24,8.26,5.41,9.73,1.35,1.45
2001-07-09,91.8,74.46,8.29,5.31,9.77,1.33,2.67
2001-07-16,243,91.84,8.38,5.42,9.82,1.26,4.24
2001-07-23,698.8,243.02,8.66,5.6,9.87,1.35,2.3
2001-07-30,499.1,698.77,8.73,5.56,9.91,1.21,3.29
2001-08-06,0,499.12,8.95,5.98,9.96,1.23,0.42
2001-08-13,0,0,8.98,6.29,10,1.27,0.38
2001-08-20,0,0,9.26,6.31,10.05,1.31,0.94
2001-08-27,0,0,9.36,6.29,10.09,1.33,0.25
2001-09-03,0,0,9.34,6.16,10.14,1.03,2.65
2001-09-10,250.8,0,9.45,6.21,10.19,1.13,2.98
2001-09-17,1003.1,250.78,9.66,6.51,10.23,1.12,0.44
2001-09-24,1442,1003.11,9.66,6.66,10.28,1.02,4.67
2001-10-01,1253.9,1441.97,10.03,7.51,10.32,1.16,0.2
2001-10-08,717,1253.89,10.23,7.49,10.37,1,0.25
2001-10-15,2130.1,717.02,10.38,7.38,10.42,0.93,1.98
2001-10-22,2788.1,2130.09,10.53,7.88,10.46,0.98,1.56
2001-10-29,2836.8,2788.06,10.62,7.99,10.5,0.98,0.53
2001-11-05,2777.2,2836.8,10.62,7.99,10.5,0.94,0.83
2001-11-12,2824,2777.23,10.66,8.01,10.5,0.84,0
2001-11-19,2017.8,2823.99,10.56,7.99,10.5,0.85,0.01
2001-11-26,911.1,2017.83,10.49,7.96,10.5,0.87,0.05
2001-12-03,994.4,911.12,10.42,7.84,10.5,0.69,0.61
2001-12-10,1055.1,994.39,10.4,7.84,10.5,0.73,0.09
2001-12-17,1269.7,1055.12,10.31,7.79,10.5,0.84,0.01
2001-12-24,1426.4,1269.66,10.19,7.79,10.5,0.71,0.87
2002-01-01,1261.9,1426.39,10.11,7.86,10.5,0.73,0.5
2002-01-08,1030.8,1261.87,10.07,7.86,10.46,0.77,0.04
2002-01-15,968.2,1030.79,10.01,7.78,10.41,0.76,0.29
2002-01-22,929.2,968.15,9.95,7.7,10.37,0.85,0
2002-01-29,966.3,929.15,9.86,7.64,10.33,0.84,0.16
2002-02-05,556.6,966.31,9.77,7.62,10.29,0.83,0.6
2002-02-12,18.7,556.63,9.71,7.54,10.24,0.82,1.1
2002-02-19,577,18.67,9.71,7.31,10.19,1.01,1.03
2002-02-26,965.6,577.01,9.72,7.35,10.14,0.96,0.07
2002-03-05,607.2,965.65,9.65,7.37,10.09,0.92,0.87
2002-03-12,781.6,607.19,9.7,7.32,10.04,1.2,0.03
2002-03-19,928.7,781.61,9.61,7.26,10,1.24,0.01
2002-03-26,863.7,928.66,9.49,7.28,9.95,1.34,0.59
2002-04-02,727,863.72,9.4,7.26,9.9,1.32,0.21
2002-04-09,448.2,726.97,9.29,7.21,9.85,1.09,0.94
2002-04-16,314.6,448.22,9.28,7.08,9.8,1.24,0.08
2002-04-23,421.9,314.56,9.14,6.9,9.75,1.43,0
2002-04-30,57.2,421.86,8.98,6.81,9.7,1.7,0
2002-05-07,63.3,57.16,8.82,6.59,9.65,1.52,0.01
2002-05-14,63.2,63.27,8.68,6.42,9.6,1.33,2.23
2002-05-21,61.8,63.22,8.8,6.48,9.55,1.27,0.26
2002-05-28,52.7,61.76,8.7,6.36,9.5,1.39,2.04
2002-06-04,50.8,52.71,8.82,6.43,9.55,1.29,1.66
2002-06-11,376,50.82,8.86,6.58,9.59,1.25,5.73
2002-06-18,481.7,375.98,9.17,6.94,9.64,1.27,2.89
2002-06-25,506.4,481.69,9.28,7.21,9.68,1.18,1.59
2002-07-02,1003.1,506.41,9.32,7.37,9.73,1.25,2.1
2002-07-09,791.2,1003.11,9.47,7.56,9.77,1.35,2.32
2002-07-16,1976,791.2,9.87,7.68,9.82,1.31,1.38
2002-07-23,2039.5,1976.04,10.05,7.74,9.87,1.35,0.44
2002-07-30,1981.1,2039.46,10.04,7.71,9.91,1.46,0.93
2002-08-06,1598.5,1981.11,10.01,7.8,9.96,1.14,1.38
2002-08-13,1305.1,1598.49,10.03,7.83,10,1.28,1.1
2002-08-20,1097.2,1305.07,10.01,7.78,10.05,1.2,0.66
2002-08-27,1144.2,1097.15,10,7.84,10.09,1.12,1.95
2002-09-03,1065.8,1144.17,10.08,7.82,10.14,1.04,1.57
2002-09-10,877.7,1065.81,10.07,7.85,10.19,1.16,1.62
2002-09-17,877.7,877.72,10.15,7.81,10.23,1.19,0.48
2002-09-24,1253.9,877.72,10.12,7.75,10.28,1.13,0.78
2002-10-01,1520.4,1253.89,10.09,7.76,10.32,1.19,0.19
2002-10-08,1265.8,1520.39,9.97,7.78,10.37,1,1.04
2002-10-15,1408.8,1265.8,9.96,7.83,10.42,1.08,0.76
2002-10-22,1565.5,1408.83,9.89,8,10.46,0.89,0.3
2002-10-29,1653.7,1565.51,9.77,7.95,10.5,1.02,0.4
2002-11-05,1269.9,1653.72,9.68,7.99,10.5,1.06,0.13
2002-11-12,809.7,1269.91,9.56,7.85,10.5,0.93,2.05
2002-11-19,895,809.69,9.66,7.93,10.5,0.88,0.15
2002-11-26,1006.2,895.03,9.59,7.8,10.5,0.85,0.04
2002-12-03,1170.8,1006.22,9.5,7.73,10.5,0.63,1.48
2002-12-10,1264.8,1170.79,9.54,7.83,10.5,0.69,1.1
2002-12-17,1311.9,1264.83,9.54,7.9,10.5,0.79,0.12
2002-12-24,1360.9,1311.85,9.46,7.85,10.5,1,0.1
2003-01-01,976.7,1360.89,9.38,7.83,10.5,0.74,0.5
2003-01-08,453.6,976.68,9.35,7.75,10.46,0.72,0.29
2003-01-15,390.9,453.63,9.34,7.56,10.41,0.81,0.01
2003-01-22,639.5,390.94,9.29,7.4,10.37,0.82,0.05
2003-01-29,818.6,639.47,9.25,7.33,10.33,0.85,0
2003-02-05,394.8,818.64,9.18,7.31,10.29,0.85,0.01
2003-02-12,42.7,394.75,9.1,7.14,10.24,1.05,0.37
2003-02-19,75.4,42.66,9.02,6.94,10.19,1.08,1.06
2003-02-26,77.5,75.36,9.02,6.87,10.14,1.04,0.27
2003-03-05,62.1,77.48,8.96,6.73,10.09,1.18,0.26
2003-03-12,83.3,62.13,8.87,6.59,10.04,1.18,1.77
2003-03-19,63.7,83.28,8.89,6.59,10,1.29,0.59
2003-03-26,76.4,63.74,8.85,6.49,9.95,1.25,0.73
2003-04-02,105.5,76.44,8.84,6.47,9.9,1.21,0.06
2003-04-09,62.1,105.53,8.75,6.36,9.85,1.35,0.08
2003-04-16,55.6,62.13,8.65,6.25,9.8,1.28,0.9
2003-04-23,92.1,55.56,8.66,6.18,9.75,1.3,1.93
2003-04-30,102,92.14,8.76,6.29,9.7,1.44,1.07
2003-05-07,69.1,102.02,8.72,6.36,9.65,1.54,0.37
2003-05-14,419,69.09,8.66,6.26,9.6,1.46,1.25
2003-05-21,632,419.03,8.66,6.18,9.55,1.3,4.25
2003-05-28,739.2,632.02,8.98,6.52,9.5,1.42,2.28
2003-06-04,966,739.15,9.03,6.91,9.55,1.36,3.16
2003-06-11,1138.9,966.02,9.23,7.17,9.59,1.3,0.82
2003-06-18,1254,1138.86,9.21,7.35,9.64,1.31,2.86
2003-06-25,1218.7,1254.03,9.43,7.76,9.68,1.43,0.34
2003-07-02,1361.8,1218.68,9.45,7.67,9.73,1.45,0.92
2003-07-09,1571.4,1361.75,9.55,7.67,9.77,1.34,1.07
2003-07-16,1179.7,1571.39,9.54,7.64,9.82,1.31,1.13
2003-07-23,1038.7,1179.67,9.56,7.66,9.87,1.37,1.05
2003-07-30,1116.9,1038.7,9.57,7.62,9.91,1.26,2.42
2003-08-06,857.8,1116.88,9.66,7.77,9.96,1.32,2.42
2003-08-13,926.4,857.75,9.82,7.73,10,1.29,1.73
2003-08-20,1564.9,926.42,9.93,7.71,10.05,1.11,1.78
2003-08-27,1598.7,1564.92,10.08,7.84,10.09,1.3,1.27
2003-09-03,2078.6,1598.71,10.18,7.81,10.14,1.16,2.1
2003-09-10,2219.8,2078.59,10.28,7.85,10.19,1.27,1.26
2003-09-17,1880.8,2219.82,10.24,7.82,10.23,1.11,0.52
2003-09-24,1738.9,1880.83,10.2,7.83,10.28,1.11,4.35
2003-10-01,2783.8,1738.86,10.53,8.03,10.32,1.22,0.01
2003-10-08,891.5,2783.83,10.39,7.99,10.37,1.16,0.11
2003-10-15,0.9,891.48,10.4,7.8,10.42,1.1,0.01
2003-10-22,596.5,0.94,10.43,7.52,10.46,1.15,0.08
2003-10-29,1907.4,596.52,10.37,7.47,10.5,1.03,2.09
2003-11-05,2547,1907.43,10.46,7.69,10.5,0.86,0.76
2003-11-12,2210.1,2546.96,10.43,7.88,10.5,1.05,0.01
2003-11-19,2225.9,2210.1,10.32,7.89,10.5,0.89,0.04
2003-11-26,1771.4,2225.87,10.18,7.89,10.5,0.97,0.02
2003-12-03,1721.5,1771.39,10.05,7.87,10.5,0.82,0.29
2003-12-10,1495.7,1721.47,9.94,7.85,10.5,0.79,0.99
2003-12-17,1097.8,1495.68,9.89,7.87,10.5,0.76,0.04
2003-12-24,619.3,1097.81,9.8,7.8,10.5,0.91,0
2004-01-01,1265.5,619.31,9.72,7.61,10.5,0.77,0
2004-01-08,1281.3,1265.53,9.6,7.61,10.46,0.84,0
2004-01-15,824.3,1281.32,9.48,7.62,10.41,0.79,0.87
2004-01-22,736,824.35,9.44,7.58,10.37,0.87,0.12
2004-01-29,214.9,735.98,9.35,7.48,10.33,0.77,2.17
2004-02-05,106.1,214.89,9.51,7.51,10.29,0.84,0.05
2004-02-12,291.7,106.1,9.45,7.31,10.24,0.87,0.37
2004-02-19,100.3,291.65,9.38,7.2,10.19,0.99,1.44
2004-02-26,279.7,100.3,9.44,7.1,10.14,1.03,0.37
2004-03-04,610.9,279.68,9.37,7.04,10.09,1.26,0.01
2004-03-11,1024,610.9,9.25,7,10.04,1.13,0.28
2004-03-18,1211.4,1024.04,9.14,7.05,10,1.37,0
2004-03-25,851.8,1211.38,8.99,7.13,9.95,1.16,0.23
2004-04-01,698.8,851.77,8.9,7.14,9.9,1.4,0
2004-04-08,698.8,698.77,8.76,7.04,9.85,1.33,2.3
2004-04-15,698.8,698.77,8.81,7.15,9.8,1.42,0
2004-04-22,698.8,698.77,8.68,7.08,9.75,1.4,0.11
2004-04-29,222.3,698.77,8.57,7.07,9.7,1.36,1.52
2004-05-06,62.2,222.28,8.61,7.15,9.65,1.44,0.02
2004-05-13,64.8,62.21,8.49,6.9,9.6,1.28,0.14
2004-05-20,83,64.75,8.39,6.7,9.55,1.49,0
2004-05-27,102.9,82.95,8.28,6.52,9.5,1.81,0.6
2004-06-03,111.4,102.86,8.17,6.35,9.55,1.46,1.78
2004-06-10,113.1,111.42,8.2,6.36,9.59,1.39,1.7
2004-06-17,112.8,113.07,8.25,6.32,9.64,1.45,1.3
2004-06-24,113,112.83,8.29,6.35,9.68,1.47,0.76
2004-07-01,89.1,112.97,8.21,6.24,9.73,1.39,1.45
2004-07-08,94.6,89.11,8.26,6.23,9.77,1.49,0.86
2004-07-15,71.3,94.62,8.24,6.17,9.82,1.3,2.03
2004-07-22,61.9,71.3,8.29,6.13,9.87,1.36,2.53
2004-07-29,18.1,61.92,8.42,6.23,9.91,1.3,3.18
2004-08-05,0.1,18.08,8.63,6.54,9.96,1.34,1.42
2004-08-12,627,0.08,8.61,6.5,10,1.36,1.83
2004-08-19,552.5,626.96,8.63,6.55,10.05,1.28,1.65
2004-08-26,619.8,552.49,8.7,6.79,10.09,1.26,1.25
2004-09-02,199.6,619.81,8.87,6.87,10.14,1.46,3.04
2004-09-09,0,199.65,9.14,6.95,10.19,1.4,0.22
2004-09-16,0,0,9.51,6.75,10.23,1.17,1.76
2004-09-23,744.5,0,9.65,6.64,10.28,1.15,2.29
2004-09-30,1042.3,744.5,9.82,7.06,10.32,1.12,0.64
2004-10-07,297.8,1042.3,9.96,7.16,10.37,0.97,0.16
2004-10-14,940.4,297.8,10.13,7.05,10.42,1.12,1.77
2004-10-21,1395,940.42,10.31,7.24,10.46,1.04,0.31
2004-10-28,1347.9,1394.95,10.34,7.42,10.5,1.04,0.06
2004-11-04,1375.4,1347.93,10.29,7.48,10.5,1.02,0.07
2004-11-11,1398.9,1375.36,10.2,7.52,10.5,0.94,0.1
2004-11-18,1105,1398.87,10.1,7.56,10.5,0.9,0.02
